       w1         w2         w3   Data Height 
    52.733      5.250      5.249      8624137 
    52.735      2.612      5.247      1992225 
    52.736      3.280      5.248      1992283 
    52.738      8.861      5.248      2201398 
    42.692      8.631      2.610       394586 
    42.696      5.252      2.614      1070181 
    42.705      5.249      3.285      1018872 
    42.698      3.279      2.612      5636871 
    42.715      8.864      2.615      1372533 
    42.697      8.862      3.284      1762936 
    42.696      2.611      3.283      5456755 
    34.958      5.219      4.140       155656 
    34.719      3.278      4.132       310597 
    34.743      8.862      4.136      2468384 
    34.738      2.109      4.134      8030210 
    34.734      2.262      4.135      3152868 
    34.717      8.759      4.135       493347 
    34.740      1.105      4.133       271123 
    34.729      8.187      4.138       546317 
    53.648      1.746      2.134       748267 
    53.544      8.864      2.112      2204222 
    53.536      4.133      2.109      3528036 
    53.518      2.107      2.107     42327512 
    53.526      2.262      2.108     12898644 
    53.531      1.110      2.111       443506 
    36.403      8.513      2.270       704666 
    36.420      1.644      2.266       909434 
    36.385      1.816      2.266       902062 
    36.407      8.862      2.268      2742686 
    36.398      4.135      2.267      1882571 
    36.392      2.108      2.267     18721352 
    36.408      2.265      2.267     87764968 
    36.370      8.741      2.267       499620 
    36.416      1.105      2.267      1988063 
    38.242      8.761      4.438      1012315 
    38.216      4.436      4.436     24094580 
    38.216      4.309      4.436      4663378 
    38.215      1.106      4.436      3782740 
    38.228      8.185      4.437       708459 
    38.161      7.669      4.444       140693 
    45.854      8.763      4.311       493766 
    45.872      4.432      4.314      4100285 
    45.877      4.310      4.315     27378902 
    45.852      1.104      4.315      7794706 
    45.796      8.191      4.316       271404 
    45.927      7.654      4.318       245560 
    45.780      7.192      1.113       368277 
    45.779      3.044      1.109       866666 
    45.789      2.077      1.104       397792 
    45.779      2.265      1.110      2562338 
    45.782      8.763      1.110      2147902 
    45.780      4.432      1.111      2373092 
    45.795      4.310      1.111      5616818 
    45.785      8.185      1.109       459403 
    45.805      7.647      1.113       246682 
    44.632      8.768      3.582       305718 
    44.706      8.190      3.581      3117120 
    44.713      8.191      4.316      2205455 
    44.713      3.579      3.580     14740892 
    44.713      3.579      4.314     12355971 
    44.717      4.309      3.581      9620609 
    44.708      4.313      4.316     12205010 
    44.701      7.651      3.573       693899 
    44.703      7.652      4.321       683304 
    54.571      7.650      4.533      1399241 
    54.566      2.593      4.532      3330131 
    54.570      8.251      4.533      7831367 
    54.577      1.597      4.532      1105028 
    41.482      7.651      2.579      2352885 
    41.492      4.534      2.581      1016831 
    41.484      4.532      2.608       970415 
    41.479      8.246      2.587      1003847 
    36.526      5.362      4.943      1164227 
    36.598      3.690      4.941       359040 
    36.713      8.654      4.936       261869 
    36.536      8.249      4.940       773088 
    36.531      4.944      4.943      2154593 
    36.525      0.799      4.943      1334035 
    36.557      0.675      4.943      2050730 
    36.543      8.525      4.943      2943970 
    36.533      1.597      4.943      1202830 
    39.257      4.539      1.574       272736 
    39.261      8.252      1.576      2963822 
    39.253      4.944      1.577       136359 
    39.250      0.673      1.575      5032539 
    39.380      8.509      1.578       225495 
    39.259      6.590      1.577       204530 
    39.246      1.575      1.575     24666956 
    39.253      0.799      1.575      4082947 
    37.275      9.186      0.808       123974 
    37.207      8.660      0.799       325185 
    37.253      5.358      0.800       837796 
    37.257      3.680      0.800      2082196 
    37.252      8.250      0.801      1173859 
    37.309      4.923      0.800       196007 
    37.238      0.653      0.798     10641165 
    37.241      1.602      0.800     13933255 
    37.249      0.796      0.800    239548304 
    51.896      5.360      0.819       492489 
    51.831      5.361      1.621       416439 
    51.852      3.680      0.817       848964 
    51.899      3.676      1.619       591396 
    51.767      4.936      0.803       197547 
    51.822      4.928      1.620       149874 
    51.908      1.634      1.628     16592940 
    51.863      1.601      0.814     10764103 
    51.862      0.809      1.614     14030094 
    41.862      5.268      0.669       314051 
    41.899      1.385      0.672      5045966 
    41.893      9.254      0.673       927820 
    41.898      5.352      0.675       349230 
    41.892      3.686      0.673       461065 
    41.888      8.249      0.674       899592 
    41.933      4.942      0.674       505918 
    41.898      0.675      0.674    154833264 
    41.900      8.524      0.674      1795543 
    41.905      4.035      0.674       499854 
    41.902      7.594      0.669       201664 
    41.868      6.488      0.668       344777 
    41.902      6.605      0.673      1642230 
    41.907      1.584      0.673      7387470 
    41.906      0.825      0.674     10772327 
    36.706      8.528      4.027      1089754 
    36.663      4.029      4.028     28318756 
    36.669      3.727      4.027      1742964 
    36.697      0.602      4.028      3414422 
    36.671      7.597      4.027      6430228 
    36.728      5.450      4.023       222436 
    36.646      1.568      4.029       492939 
    36.640      6.536      4.026       422434 
    36.642      7.101      4.027       259834 
    46.697      9.260      3.730       196746 
    46.683      2.154      3.729       322794 
    46.641      0.835      3.722       370972 
    46.709      8.530      3.728       901421 
    46.722      4.024      3.726      1944739 
    46.683      0.595      3.728      4702987 
    46.734      7.597      3.726      1534187 
    46.724      6.939      3.727       895419 
    46.708      7.090      3.727      3145935 
    45.965      2.969      0.568       896675 
    46.381      8.217      0.598       148242 
    46.232      9.264      0.586       188104 
    46.368      8.526      0.606       402890 
    46.370      4.028      0.602      2621762 
    46.391      3.728      0.602      3457324 
    46.365      7.597      0.603      3312698 
    53.763      0.172      5.456       557938 
    53.738      6.772      5.453       235695 
    53.745      5.248      5.450      1171095 
    53.756      1.388      5.451       465437 
    53.723      9.252      5.449       499953 
    53.751      7.597      5.451       837648 
    53.752      5.451      5.450      9381862 
    53.746      1.560      5.451      1085229 
    53.758      1.946      5.450      1526210 
    53.748      6.516      5.450      1853594 
    53.759      8.909      5.450      3706342 
    53.736      7.133      5.450       297431 
    36.941      0.176      1.566       465641 
    37.024      0.176      1.946       714765 
    37.074      2.267      1.565       276381 
    37.109      2.268      1.948       401469 
    37.013      2.873      1.568       498711 
    37.033      2.878      1.945       709465 
    37.038      6.774      1.567       548580 
    37.007      6.771      1.946       547491 
    37.032      7.598      1.566      1412152 
    37.038      7.598      1.945       814326 
    37.013      5.450      1.568       746217 
    37.035      5.451      1.944      1000348 
    37.028      1.559      1.565      6382644 
    37.035      1.561      1.945      6004538 
    37.030      1.946      1.567      5728724 
    37.020      6.513      1.567       711134 
    36.999      6.518      1.945       692204 
    36.978      8.909      1.572       419826 
    37.029      8.907      1.944       553907 
    34.126      6.775      5.204      1254186 
    34.154      8.907      5.205       849470 
    34.100      5.203      5.204     10597280 
    34.114      2.344      5.205      1198610 
    34.095      3.682      5.204      1544579 
    34.080      7.140      5.205      1558088 
    34.118     10.078      5.205      3413466 
    34.064      2.178      5.200       180441 
    34.154      1.593      5.204       514356 
    34.090      1.708      5.206       339645 
    34.129      2.568      5.214       234798 
    46.434      2.523      2.356      1122646 
    46.326      0.832      2.349       588027 
    46.285      0.833      3.694       341691 
    46.304      8.904      2.347       773586 
    46.289      8.909      3.682       356739 
    46.302      5.204      2.347       525544 
    46.300      5.205      3.684       622542 
    46.313      2.348      2.347      6142180 
    46.301      2.345      3.685      4433893 
    46.300      3.681      2.346      4333802 
    46.315      7.138      2.346      1802904 
    46.320      7.134      3.697      1536944 
    46.301     10.078      2.348       533304 
    46.299     10.075      3.688       879526 
    46.290      2.555      3.682       716334 
    46.316      0.479      2.345       929480 
    46.309      0.483      3.687       652943 
    46.288      0.119      2.349       734316 
    46.317      0.120      3.687       590711 
    46.290      1.605      2.345       456263 
    46.312      1.609      3.687       526772 
    34.721     10.078      1.559       945458 
    34.726     10.078      2.164       714970 
    34.902      4.723      1.558       120161 
    34.696      4.749      2.162       201913 
    34.908      1.556      1.544      4751706 
    34.719      2.161      1.560      5079866 
    34.725      2.162      2.165      8873583 
    34.824      2.977      2.162       226081 
    34.722     10.654      1.562       368533 
    34.710     10.655      2.164       591409 
    34.706      8.573      2.159       397347 
    34.703      8.108      1.552       193398 
    34.731      8.106      2.161       170304 
    34.768      7.741      1.544       278969 
    34.717      7.740      2.172       259793 
    34.719      1.569      2.163      6312676 
    34.719      1.730      1.564      3141781 
    34.689      1.704      2.161      2594483 
    53.663     10.080      1.722       383427 
    53.602     10.073      1.764       274750 
    53.609      2.148      1.722      1454901 
    53.611      2.156      1.762      1355471 
    53.641      2.978      1.722      2535086 
    53.641      2.978      1.765      2561198 
    53.635     10.650      1.721       196621 
    53.647      8.110      1.723       484671 
    53.635      8.112      1.768       471374 
    53.638      1.744      1.723     44526768 
    53.668      1.740      1.764     42689164 
    41.963      3.886      2.997       274741 
    42.054      0.570      3.004       748486 
    42.020      1.737      3.005      4170294 
    42.025      1.734      2.955      4414078 
    50.190      4.437      1.611       395680 
    50.270      4.446      1.708       334741 
    50.223      6.769      1.613       423785 
    50.216      6.780      1.709       443071 
    50.200     10.077      1.611       567962 
    50.230     10.073      1.706       665340 
    50.166      4.742      1.620       116793 
    50.286      4.745      1.704       163217 
    50.188      2.160      1.615      1757773 
    50.212      2.158      1.706      1421518 
    50.220      2.978      1.708       862021 
    50.226     10.656      1.610       185509 
    50.164     10.641      1.719       120321 
    50.189      2.974      1.611       924031 
    50.232      1.703      1.707     15658747 
    37.976      6.761      4.166       442397 
    37.988      7.126      4.165      2474144 
    38.010      6.532      4.163       299920 
    37.993     10.655      4.165      1085544 
    37.981      2.330      4.165      2302009 
    37.988      2.401      4.164      2478083 
    37.979      8.584      4.169       287769 
    38.042      7.743      4.177       157265 
    37.987      7.548      4.164       265568 
    38.019      0.477      4.164       707659 
    54.616      6.768      2.408       207074 
    54.727      7.116      2.406       758512 
    54.728     10.653      2.408      1071769 
    54.680      4.154      2.402       710454 
    54.711      2.406      2.405      5972533 
    54.719      8.570      2.419       586790 
    37.712      6.759      2.259       739127 
    37.703      6.761      2.310       598168 
    37.717      7.121      2.262       765862 
    37.729      7.107      2.295       658944 
    37.703      6.522      2.269       381674 
    37.741     10.656      2.262       377337 
    37.669      4.161      2.257       757910 
    37.700      4.157      2.295       683602 
    37.680      2.277      2.261      9601350 
    37.755      8.576      2.275       235276 
    33.851      8.577      4.711      1006798 
    33.863      3.178      4.710      2044941 
    33.848      3.421      4.710      2253114 
    34.014      7.124      4.713       267165 
    33.923      7.736      4.712       348850 
    33.861      7.547      4.710       360147 
    52.754      8.572      3.421      1214242 
    52.784      4.726      3.168       296525 
    52.740      4.726      3.410       458420 
    52.767      3.413      3.177     11054091 
    52.786      7.096      3.418       506379 
    32.641      1.464      4.337       446346 
    32.838      7.713      4.300      1253500 
    32.859      2.310      4.312      2023163 
    54.456      0.534      2.313       223821 
    54.426      0.528      2.562       200518 
    54.458      1.461      2.316       774150 
    54.408      1.469      2.574       335536 
    54.460      3.682      2.306       418032 
    54.456      3.683      2.573       447636 
    54.538      7.134      2.315       624388 
    54.484      7.145      2.564       504555 
    54.538     10.085      2.302       257648 
    54.470     10.078      2.565       293396 
    54.520      1.602      2.328       283889 
    54.492      7.733      2.310       657320 
    54.465      7.736      2.567       830546 
    54.496      4.308      2.308       550703 
    54.536      4.304      2.559       333665 
    54.496      2.313      2.315      4604415 
    54.480      2.310      2.567      3598005 
    54.473      2.565      2.311      3480095 
    54.395      1.798      2.319       902206 
    54.448      1.767      2.570       656505 
    54.539      1.940      2.317       694171 
    54.478      1.923      2.570       507388 
    54.568      7.576      2.315       162642 
    54.408      1.610      2.571       359059 
    38.238     10.076      1.778       224678 
    38.201      7.735      1.769       861630 
    38.225      7.734      1.924       382949 
    38.280      4.304      1.774       548679 
    38.211      4.299      1.923       477884 
    38.218      2.310      1.771       744564 
    38.191      2.305      1.926       669003 
    38.215      2.568      1.769       651534 
    38.256      2.566      1.923       551358 
    38.291      1.763      1.768      6820280 
    38.212      1.765      1.925      3393516 
    38.207      1.927      1.770      3702598 
    52.464      3.927      4.936       872986 
    52.447      8.584      4.936       868898 
    52.443      7.551      4.937       828159 
    52.412      4.938      4.932      2552990 
    52.487      0.661      4.935      1148058 
    52.466      1.820      4.933       781289 
    52.425      0.485      4.934       579902 
    52.444      0.121      4.934      2725499 
    52.469      1.602      4.934       827333 
    52.447      8.682      4.934      2028448 
    52.467      0.277      4.936       391032 
    45.400      6.529      0.662       216422 
    45.295      6.537      1.821       222476 
    45.286      6.761      0.657       451469 
    45.304      6.767      1.824       840803 
    45.296      0.250      1.817       670434 
    45.394      7.555      0.670       696311 
    45.296      7.549      1.824       890240 
    45.305      4.944      0.644       182072 
    45.374      4.928      1.824       130533 
    45.306      0.655      1.825      4156412 
    45.324      1.820      0.660      4355824 
    45.339      1.821      1.825      5185414 
    45.312      0.479      1.826      1680930 
    45.307      0.137      1.828       966526 
    45.297      1.601      1.826      1683562 
    45.275      8.669      1.828       203920 
    50.718      0.831      0.479      4143755 
    50.677      6.763      0.474       372535 
    50.708      0.334      0.480      4630630 
    50.696      2.507      0.481      1293048 
    50.739      3.173      0.481       552884 
    50.714      7.141      0.480      1355612 
    50.665      3.684      0.478       491115 
    50.668      4.158      0.480       291331 
    50.658      7.550      0.479       370953 
    50.711      0.647      0.480      1626699 
    50.685      1.822      0.479      1734661 
    50.714      0.479      0.480     75328784 
    50.700      0.127      0.480      5204008 
    50.610      1.604      0.479      3853442 
    50.711      6.528      0.479       625618 
    50.715      2.343      0.480       918536 
    47.161      3.933      0.121      1980783 
    47.205      0.833      0.120      4966616 
    47.175      8.607      0.121       716140 
    47.108      8.899      0.125       340962 
    47.143      2.334      0.119      1122516 
    47.146      3.688      0.123       778991 
    47.150      7.138      0.123      1139458 
    47.174      2.555      0.119       353521 
    47.178      7.551      0.121       553787 
    47.157      4.937      0.124       707752 
    47.156      1.820      0.119      1153926 
    47.155      0.488      0.119      7050301 
    47.157      0.120      0.120    106427040 
    47.160      1.605      0.120      4999986 
    47.130      8.682      0.121       607995 
    47.156      0.285      0.119      6121429 
    50.332      0.348      1.622       295884 
    50.190      7.142      1.613       227640 
    50.239      2.331      1.617       383173 
    50.208      7.554      1.614       621128 
    50.199      0.656      1.614       500356 
    50.436      0.480      1.615      3504310 
    50.263      0.122      1.616      1934004 
    48.400      8.893      3.867       592896 
    48.372      1.742      3.865      2384751 
    48.383      1.914      3.865      1468092 
    48.308      2.590      3.872       227453 
    48.444      7.318      3.867       204108 
    48.394      6.816      3.862       148573 
    48.390      8.683      3.865      1536990 
    48.347      4.797      3.860       243176 
    48.380      3.868      3.866     25573090 
    48.381      1.234      3.866      6361080 
    45.604      8.887      1.238       309932 
    45.586      1.744      1.227      1050470 
    45.571      1.943      1.225       601263 
    45.685      7.307      1.238       188429 
    45.563      8.691      1.233       502413 
    45.563      4.800      1.234       626440 
    45.590      3.868      1.234      5203176 
    45.597      3.645      1.233      3246624 
    39.059      0.936      4.132       326348 
    39.063      0.436      4.138      1242306 
    39.075      1.604      4.139       883820 
    39.079      0.190      4.138      3516092 
    39.105      8.879      4.135       546022 
    39.064      4.139      4.140     16470971 
    39.075      1.751      4.137      2153714 
    39.081      1.978      4.138      3133600 
    39.072      1.250      4.139      1712698 
    39.062      3.661      4.140       445774 
    39.078      8.025      4.138      5547939 
    39.070      0.741      4.140       445156 
    39.101      1.369      4.134       994254 
    39.094      4.788      4.138       566645 
    32.309      6.736      1.747       194988 
    32.476      6.747      1.984       173727 
    32.301      0.917      1.753       539332 
    32.333      0.437      1.753      1110052 
    32.338      0.438      1.975      1890687 
    32.347      0.184      1.755       353907 
    32.336      0.195      1.968       597219 
    32.304      4.140      1.751      1385542 
    32.369      1.254      1.752      1953342 
    32.344      1.257      1.974      2020831 
    32.320      3.640      1.753      1332656 
    32.331      8.022      1.751       571704 
    32.329      8.020      1.974       655957 
    50.995      0.875      3.646       164949 
    51.015      6.761      3.648       628582 
    51.038      0.433      3.651       288664 
    51.014      0.199      3.661       219424 
    50.997      4.797      3.652       799399 
    51.043      4.139      3.651       409501 
    50.996      1.750      3.644      1336863 
    51.042      1.998      3.651      4009066 
    51.031      1.243      3.652      5389351 
    52.367      0.886      2.027       374781 
    52.301      6.520      1.256       239564 
    52.354      6.526      2.030       228764 
    52.369      6.752      1.253       625863 
    52.315      6.756      2.024       686942 
    52.332      0.439      1.260      1476726 
    52.336      0.438      2.024       990183 
    52.361      0.194      1.260       423615 
    52.344      0.185      2.020       275698 
    52.419      4.139      1.260       730717 
    52.394      4.139      2.020       539078 
    52.338      1.749      1.258      1620118 
    52.346      1.753      2.024      3030625 
    52.338      1.255      2.022     10017573 
    52.345      3.645      1.258      2337414 
    52.340      3.644      2.025      3330068 
    52.341      2.011      1.259     10065698 
    52.336      2.015      2.024     23034262 
    54.843      8.865      4.223       280453 
    55.000      1.931      4.234            0 
    54.846      8.024      4.235      1520711 
    54.890      4.236      4.236     34326308 
    54.846      1.242      4.235      2959529 
    54.855      1.386      4.233      4538907 
    54.866      8.487      4.235      6439868 
    54.847      1.739      4.235      1163953 
    54.860      0.735      4.234      6741460 
    42.171      8.025      1.235      1775122 
    42.198      8.030      1.398      1457279 
    42.150      4.230      1.236      1466657 
    42.167      4.231      1.398      2116999 
    42.246      1.242      1.243     22268584 
    42.152      1.239      1.396     11972625 
    42.155      1.389      1.235     13599604 
    42.106      1.390      1.395     29361930 
    42.161      8.488      1.236       626498 
    42.186      8.487      1.399      1037907 
    42.163      0.737      1.234      3895844 
    42.175      0.738      1.398      4936466 
    49.381      1.596      0.742      3580549 
    49.355      2.913      0.742      1360973 
    49.395      8.014      0.743       544020 
    49.360      4.232      0.743      1983565 
    49.323      8.494      0.743       801660 
    49.353      1.745      0.743      2230839 
    49.357      0.739      0.743    315285888 
    49.364      1.380      0.743      7103196 
    48.018      8.879      0.734       623666 
    48.000      1.742      0.733      3185910 
    47.977      1.912      0.732      1254392 
    47.987      1.594      0.732      2262239 
    48.014      2.911      0.732      1317195 
    48.007      8.013      0.734       804167 
    47.999      4.234      0.733      4372606 
    47.979      8.492      0.734       945923 
    48.014      1.355      0.733      8227087 
    48.012      0.733      0.733    316178176 
    50.901      8.885      1.339       342220 
    50.837      8.028      1.344      1444222 
    50.830      8.487      1.343       390847 
    51.037      0.737      1.342      2187535 
    50.835      4.231      1.341       900055 
    32.596      1.726      4.228      5533271 
    32.557      1.354      4.228      2432936 
    32.610      8.247      4.228       473921 
    32.554      8.478      4.228      8209986 
    32.858      4.231      1.701      3040492 
    32.879      4.230      1.750      3095147 
    32.878      1.362      1.703      3652567 
    32.888      1.372      1.750      4125452 
    32.891      2.923      1.747       383630 
    32.884      8.484      1.701      3034836 
    32.891      8.486      1.750      3421586 
    53.092      8.487      1.621       546260 
    53.109      4.222      1.624       636405 
    53.071      1.385      1.624     11535518 
    53.083      2.925      1.620      6874575 
    48.761      4.231      1.332      1220277 
    48.742      4.227      1.399      1078299 
    48.720      1.730      1.333      3151104 
    48.720      1.730      1.399      3271190 
    48.740      1.357      1.332     74148880 
    48.762      1.366      1.398     72354864 
    48.739      1.637      1.330      6803143 
    48.768      1.632      1.400      5407448 
    48.764      2.924      1.333       891346 
    48.783      2.924      1.397       954076 
    48.760      8.483      1.333       955368 
    48.768      8.481      1.400      1014850 
    45.371      8.473      3.857      3127460 
    45.384      8.473      3.967      3243348 
    45.533      8.267      3.929      6560505 
    45.533      1.558      3.924       719120 
    31.538      7.879      4.239       752379 
    31.550      8.188      4.240      7858614 
    31.546      1.534      4.239      6394854 
    31.543      0.838      4.238      7549357 
    42.252      3.925      1.490       382472 
    42.244      3.924      1.572       377032 
    42.361      7.883      1.488       204689 
    42.372      7.891      1.564       295533 
    42.248      0.844      1.484      7467094 
    42.202      4.216      1.482      3444116 
    42.206      4.211      1.572      3769478 
    42.255      0.845      1.571      7400969 
    42.238      8.150      1.486      5689292 
    42.247      8.149      1.572      6664862 
    49.002      8.240      0.875       684730 
    48.871      4.224      0.872      2111232 
    47.618      1.547      0.817     10458134 
    50.978      3.928      1.571       366464 
    51.062      0.843      1.569      6651350 
    50.969      8.146      1.566      4225273 
    50.964      4.222      1.570      1396643 
    53.041      1.552      4.171      1011271 
    53.053      8.199      4.171      3420124 
    53.046      1.272      4.171      8180398 
    53.045      7.876      4.171      4692774 
    42.863      8.201      1.274      8802542 
    42.865      4.173      1.274      9178794 
    42.859      7.872      1.275      2470424 
    34.438      2.963      4.450      6267004 
    34.437      7.029      4.451      2577381 
    34.445      0.868      4.450       618808 
    34.443      7.884      4.451      8395461 
    38.750      4.450      2.935      2027851 
    38.767      4.450      2.992      1830626 
    38.773      7.029      2.938      2924679 
    38.776      7.028      2.990      2909244 
    38.778      7.881      2.939      3069329 
    38.786      7.879      2.990      3047089 
    38.852      7.027      3.914       664942 
    38.866      7.887      3.914      2919874 
    38.864      1.994      3.915      2957762 
    38.858      0.860      3.915      7586946 
    38.865      8.141      3.914      9152223 
    38.851      1.552      3.915       803717 
    38.853      3.915      3.915     89903720 
    32.662      7.886      1.993      3548126 
    32.656      3.914      1.993      1688978 
    32.652      0.857      1.992      9994405 
    32.674      8.144      1.994      1636299 
    45.182      7.889      0.839      1540373 
    45.141      3.915      0.840      3426056 
    45.123      8.144      0.839      2190928 
    45.138      4.226      0.840       552056 
    45.026      7.034      0.886       686535 
    45.032      7.886      0.886      4468889 
    45.034      3.912      0.887      4479660 
    45.042      1.979      0.886      9137947 
    45.044      8.153      0.887      1709322 
    31.541      6.710      4.191       282831 
    31.548      1.475      4.196      4759981 
    31.548      0.823      4.192      4765955 
    31.507      8.149      4.196      9944150 
    31.548      1.581      4.196      3186430 
    42.252      7.046      1.481       114222 
    42.231      7.032      1.571       174686 
    42.270      6.730      1.485       184143 
    42.237      6.710      1.575       206207 
    48.900      6.724      0.872       421718 
    48.905      8.155      0.869      1677452 
    47.630      4.217      0.823      5283968 
    47.610      8.156      0.814      1519552 
    32.527      0.845      4.120       500369 
    32.554      8.149      4.115      3444586 
    32.551      2.103      4.116      1741579 
    32.546      1.828      4.116      5908368 
    32.557      8.301      4.116      2677997 
    54.262      8.150      1.829      5663608 
    54.261      4.115      1.830      3694612 
    54.257      2.088      1.828      6734374 
    54.257      1.826      1.829    185951584 
    54.256      8.305      1.829       953028 
    54.282      7.044      1.826       511701 
    35.968      8.151      2.085       953397 
    35.999      8.148      2.163       864139 
    35.989      4.122      2.085       884036 
    35.998      4.125      2.162      1000417 
    36.001      1.831      2.164      6240032 
    36.079      8.301      2.096       139758 
    36.041      8.302      2.157       204570 
    35.992      1.824      2.082      5878324 
    31.597      8.305      4.508      1230744 
    31.598      2.924      4.510      3086827 
    31.604      7.043      4.518       534095 
    31.612      3.064      4.524      3749349 
    53.451      0.841      3.101       490849 
    53.141      8.299      2.926       870684 
    53.210      8.302      3.061       713402 
    53.211      4.509      2.926       915686 
    53.151      7.035      2.924       698702 
    53.210      4.509      3.066       951500 
    53.505      7.084      3.015      1222365 
    53.489      7.084      3.094      1402390 
    53.453      4.559      3.097      2294318 
    31.461      7.089      4.572       961014 
    31.400      3.027      4.581      5643149 
    31.530      8.509      4.581       203827 
    31.530      3.113      4.580     11231208 
    53.523      4.572      3.022      1930468 
    31.565      8.304      4.580      1838478 
    53.559      4.581      3.123      2234875 
    53.630      8.304      3.132       454290 
    33.107      8.301      4.397       614380 
    33.064      3.072      4.396      2618025 
    32.977      3.166      4.397      1694484 
    53.738      4.392      3.064      1335124 
    53.728      4.393      3.177      1281226 
